F1_cam1_X,F1_cam1_Y,F2_cam1_X,F2_cam1_Y,LJla_cam1_X,LJla_cam1_Y,LJlm_cam1_X,LJlm_cam1_Y,LJlc_cam1_X,LJlc_cam1_Y,GHa_cam1_X,GHa_cam1_Y,TP_cam1_X,TP_cam1_Y,GHc_cam1_X,GHc_cam1_Y,PMX_cam1_X,PMX_cam1_Y,AMd_cam1_X,AMd_cam1_Y,AMv_cam1_X,AMv_cam1_Y,SQr_cam1_X,SQr_cam1_Y,SQl_cam1_X,SQl_cam1_Y,DMd_cam1_X,DMd_cam1_Y,DMv_cam1_X,DMv_cam1_Y,BHa_cam1_X,BHa_cam1_Y,BHc_cam1_X,BHc_cam1_Y,SHa_cam1_X,SHa_cam1_Y,SHc_cam1_X,SHc_cam1_Y,CL_cam1_X,CL_cam1_Y,HPa_cam1_X,HPa_cam1_Y,HPc_cam1_X,HPc_cam1_Y,EPc_cam1_X,EPc_cam1_Y,EPa_cam1_X,EPa_cam1_Y
203.5,189.833328,182.0,236.0,244.0,164.0,340.5,119.5,359.0,119.0,262.0,189.0,283.5,216.5,284.0,215.0,277.5,188.5,350.0,137.0,344.375,125.0,360.5,252.0,383.0,158.5,385.5,123.5,386.5,117.0,344.0,213.0,351.0,217.0,392.0,214.0,427.5,201.5,474.0,223.0,557.0,211.0,582.5,212.5,560.0,192.375,523.5,196.0
